,tree
11570,0
246101,0
549234,0
62369,0
505546,0
198444,0
90353,1
210734,0
103811,1
5100,1
502422,0
550827,0
274947,0
480133,0
569677,0
525212,0
158965,1
367202,0
187620,1
416624,0
402436,0
216800,1
282644,0
64971,1
120409,0
511319,0
284024,1
304393,0
525825,0
153129,0
308775,1
177835,0
201030,1
76438,1
38054,0
495505,0
175781,0
37148,0
61682,0
265976,1
289719,1
133623,0
435858,1
545027,1
70740,1
274226,0
560696,0
448909,0
275622,1
54478,0
117778,0
494034,0
451821,1
96705,0
115986,0
254961,1
216409,1
245620,1
12301,0
275916,1
553141,0
396278,0
58508,0
432424,0
54560,0
41999,0
509958,0
82939,1
538707,1
196036,1
541891,1
4005,0
377183,0
181309,0
393781,1
516291,0
349657,0
195011,0
91702,1
477978,0
450711,1
39290,0
318158,1
183246,0
62576,0
399686,1
382728,1
355682,0
556969,0
573977,0
379748,1
386606,0
13641,1
269554,1
95903,0
478959,0
455645,0
513087,0
350916,0
117224,0
580431,1
24348,0
192072,0
573027,0
484646,0
149020,0
403022,1
391317,0
369061,1
493543,0
172103,0
161650,1
448523,1
247785,1
282138,0
28512,1
239040,1
326684,1
441746,0
34145,0
474315,0
122062,0
133845,0
400901,1
260041,1
36904,0
533690,0
455544,1
514832,0
455599,1
441655,0
335132,1
281308,0
318864,0
107943,1
308874,1
107721,1
283531,0
252560,1
574507,1
414435,1
172805,0
130725,0
356270,0
418944,0
208549,1
43228,0
69882,0
85458,1
362810,1
371296,1
220759,0
314522,1
313868,1
365822,0
314942,0
491207,0
325525,0
559591,0
209655,1
520961,0
221583,1
547475,0
442173,1
183717,1
378437,0
424116,0
131335,0
580381,1
465989,0
516225,0
218725,1
388069,1
459645,1
346369,0
90459,1
325612,1
401018,1
147398,0
159385,0
148606,0
564229,0
306336,1
553649,0
207950,1
468298,0
564187,0
427960,1
465008,0
51062,0
567770,0
165324,0
306821,1
437470,0
281602,1
177148,0
50599,0
236450,1
445282,0
105053,0
447363,1
412219,0
132316,0
35572,0
370458,0
487622,0
416502,0
166531,1
229365,1
559737,0
169520,1
4648,0
342886,0
45506,0
269226,1
253264,0
326331,1
69380,0
323010,0
473459,0
411104,0
244340,1
439087,0
155821,0
87000,0
10548,0
272178,1
148909,0
302653,1
155780,0
524194,0
529736,0
484559,0
291190,1
503470,0
178321,1
48794,0
263065,0
410132,1
39492,0
150329,0
180424,0
260243,1
537379,0
90089,0
72766,1
362594,0
62936,0
294944,1
37770,0
378967,1
528500,0
462689,0
343138,1
251153,1
560396,0
214850,0
310905,0
400117,0
13443,0
515461,0
226370,1
108546,1
551319,0
539559,0
503221,0
326808,1
156732,0
568062,0
257780,1
368444,1
169276,0
258851,1
559323,0
233332,1
530170,0
442791,1
209866,1
461719,1
78997,1
21477,0
106644,1
196197,0
241720,1
365557,1
303753,0
322659,0
28106,0
521197,0
35485,1
27907,1
347972,0
228525,1
488541,0
224321,0
573011,0
529517,0
4400,1
526434,0
73761,0
59502,0
523017,0
213736,1
378806,1
364267,1
53405,0
259486,1
525530,0
8337,0
506126,0
483513,0
272935,0
288048,1
15033,1
409418,1
404627,1
91954,1
325326,0
492082,0
473173,0
506429,0
17976,0
158562,0
90240,0
80800,1
573990,0
43218,0
60145,0
282091,1
63297,1
56265,0
193960,0
269600,0
397063,1
429510,1
40416,0
87084,0
493005,0
175697,0
513123,0
279980,1
389380,1
302788,1
420946,0
543409,0
219807,0
542430,0
226671,1
45965,0
299787,1
266687,1
458990,0
511611,0
168654,0
163974,0
49133,0
406881,1
413767,0
290359,1
39830,0
160941,0
159632,0
498072,0
531169,0
265688,0
282767,1
363973,1
342151,0
554117,0
257835,1
297475,1
277054,1
134067,0
372561,0
455900,1
458418,0
509685,0
100072,1
74229,1
121905,0
117164,0
487012,0
229471,1
73146,1
337146,0
568183,0
69052,0
221574,1
200564,1
490271,0
290553,1
19205,0
255960,0
319030,1
288426,1
423424,0
98836,1
395028,0
216625,0
246639,1
479671,0
45010,0
377236,1
319655,1
531344,0
235416,0
228807,1
56861,0
110503,1
168731,1
250947,1
537509,0
537209,0
384495,1
381801,0
56339,0
313406,0
241497,1
471769,0
246477,1
75232,0
241674,1
38941,0
481510,0
57534,0
393209,0
538231,0
213921,1
209148,1
125179,0
386465,1
157038,0
437585,0
309823,1
371750,0
452929,1
91756,0
558658,0
84433,0
367191,1
421622,0
355605,0
29082,0
352714,0
189862,1
192452,0
380588,1
243643,1
417806,0
539761,0
380044,0
309863,1
436784,0
42128,0
175996,0
256002,0
102854,1
211916,0
565221,0
240454,1
32720,0
138341,0
390380,0
463020,0
408512,1
14726,0
153064,0
263340,0
191663,0
423455,0
305924,0
389956,0
434370,0
102567,1
15056,1
192329,0
352910,0
543676,0
327253,1
458325,0
539351,0
571166,0
222939,0
203855,0
277317,1
235556,1
253234,1
561345,0
486839,0
65759,0
347045,0
382747,1
390845,0
3905,0
34403,0
12458,0
452386,0
268304,1
103179,0
42394,0
14150,0
128493,0
341429,1
183186,1
178352,1
385895,0
324635,0
307049,1
188272,1
188903,1
75679,1
153077,1
120708,0
393699,0
80836,1
104521,1
280280,0
242606,1
109362,0
107877,1
275646,0
436077,0
21508,1
398020,0
380524,1
40622,0
211670,1
326710,0
572083,0
534649,0
354766,0
27798,0
426783,0
541113,0
16363,1
6983,0
385859,0
51943,0
255511,0
209749,1
241087,1
489954,0
258837,1
150263,1
553188,0
301541,1
296080,1
559994,0
236058,1
288782,1
270544,1
511441,0
164449,1
284433,1
163615,1
479635,0
91004,0
334795,0
11985,0
388535,0
281662,1
414908,1
293740,1
221081,1
174015,0
556339,0
376843,1
167718,1
414317,1
437725,0
245453,1
135221,0
123008,0
427296,0
519663,0
308054,1
129332,0
574285,1
116865,1
346795,0
453954,0
248878,0
229465,1
486130,0
431922,0
216813,0
18274,0
346224,0
296813,1
488491,0
306415,1
233471,1
149763,0
251117,1
548792,0
425680,0
441044,0
366207,0
482404,0
15096,0
531622,0
98663,1
423827,1
435757,0
153624,0
112978,0
335500,0
254250,0
115077,1
406646,1
121800,0
464623,0
108304,1
279249,1
147312,0
115542,0
350978,0
459402,1
350854,0
256234,0
161564,0
559962,0
373354,0
346562,0
483961,0
281275,0
335199,1
365795,0
234323,0
318166,1
454836,0
574807,1
256444,0
223616,1
278677,1
52794,0
498589,0
528770,0
230960,0
349147,0
36461,0
110300,1
130614,0
247517,1
570159,0
75640,0
14718,1
304026,1
40343,0
530923,0
304990,1
268988,1
257690,1
580323,1
273470,0
569017,0
405171,1
240549,1
67568,0
171814,0
451113,1
65031,0
191703,0
286287,1
152094,1
57562,1
557960,0
396884,1
410446,1
456366,0
537627,0
301867,1
312907,1
561720,0
137661,0
508442,0
263113,0
58691,0
511659,0
375214,1
470305,0
237720,0
333806,0
451956,1
130154,0
572972,0
422620,1
146175,0
362352,0
287038,1
271871,1
49665,0
28684,1
139727,0
479329,0
309771,1
325076,0
48190,0
235360,1
255808,1
284728,1
538689,0
55886,0
282964,0
75558,0
45777,0
564702,0
500883,0
251746,0
291988,1
567755,0
160326,1
484500,0
414610,1
437664,0
237750,1
522031,0
63096,1
145965,0
467544,0
571443,0
520408,0
253102,1
306262,0
140366,0
472278,0
265096,1
359897,0
535860,0
140732,0
339644,1
28250,0
298597,1
81937,1
50682,1
121578,0
272654,1
216922,0
406009,1
57308,0
325282,0
996,0
188665,0
510275,0
359567,0
220683,0
138148,0
391071,0
102064,1
301065,1
359516,0
127293,0
21274,0
7647,0
285725,1
407042,1
55484,1
119277,0
428162,0
526289,0
381770,1
3351,0
514931,0
55601,0
363197,1
336136,1
580210,1
498177,0
160396,0
384650,1
370173,1
448022,1
578093,0
512997,0
58769,1
17784,1
44068,0
481898,0
260572,1
70850,0
332041,1
293921,1
561633,0
89946,0
191102,0
33975,0
265393,0
206293,1
162016,0
479194,0
81820,0
557682,0
281139,1
211642,1
20265,1
483754,0
308467,1
89085,1
137956,0
421888,0
429969,0
511294,0
74998,0
204,0
253173,0
9494,1
120230,0
338493,0
221224,1
226890,0
383635,1
430150,1
312895,1
176253,0
385928,1
277912,0
536324,0
334182,0
125040,0
107886,1
152325,0
352956,0
195301,0
30084,0
24811,0
559268,0
6994,0
335154,1
91131,1
463613,0
323966,0
502845,0
269787,0
10250,0
9367,0
9054,1
86043,0
466217,1
372622,0
530523,0
8642,1
226608,1
224627,1
505562,0
409824,1
166339,0
467557,1
422815,0
557585,0
436013,1
187094,0
110558,1
275826,0
163433,1
466798,0
18560,1
118003,0
224056,1
542694,0
435583,0
457734,1
311396,0
364945,1
230449,1
141923,0
567935,0
173152,1
193529,0
18331,1
319984,1
202869,1
67541,0
46103,1
169141,0
50705,1
381404,1
119780,0
13081,0
403901,0
504387,0
306693,1
399378,0
237521,1
54380,0
184975,1
492834,0
283649,0
387354,1
491771,0
116418,0
273017,1
6466,0
276356,1
361439,1
7197,0
64988,1
231684,1
337606,1
108331,1
10805,1
232128,0
110142,1
446027,1
365384,0
361722,0
214151,0
44645,0
271869,1
165726,0
379918,1
17763,1
348237,0
573003,0
101761,0
83372,0
60761,1
120394,0
427961,1
562822,0
518057,0
94879,0
328335,1
575791,1
211346,1
565984,0
324105,0
168161,0
267862,1
150112,0
254916,0
431716,1
152996,0
311613,1
259535,1
257979,1
280088,0
139401,0
207215,1
50422,0
496225,0
176352,0
428995,0
550985,0
561321,0
399647,1
2514,0
238195,1
86551,1
132389,0
579771,0
429198,0
558680,0
441495,0
353603,0
80489,1
146307,0
264211,0
210222,1
526148,0
101736,1
571124,0
544085,0
68185,0
508544,0
217482,1
235718,1
246198,1
230973,0
75437,0
94992,0
357641,0
566544,0
243075,0
182052,0
559399,0
338582,0
287299,0
578667,0
231125,1
272458,1
9015,0
308772,1
208215,0
386372,0
304621,1
238875,1
562060,0
377692,0
490957,0
513376,0
17496,1
130499,0
428053,1
239326,1
351734,0
446664,0
281632,1
254155,0
481003,0
383281,1
498729,0
89071,0
209421,1
514218,0
191759,0
448548,0
441857,0
494383,0
31041,1
30145,1
437369,0
455372,1
529164,0
300947,1
143637,0
492447,0
41300,0
524204,0
179632,0
450307,1
159333,0
128312,1
422140,0
522477,0
361799,0
505694,0
21055,1
18076,0
398639,0
355528,0
148205,0
387033,1
369368,1
101659,1
540566,0
488536,0
114430,0
30833,0
506508,0
251614,0
14497,1
359761,0
194524,0
361862,1
484689,0
61674,0
360103,1
422204,0
15874,0
129325,0
207044,1
53353,0
362569,1
23489,0
544748,0
316538,0
115525,0
345933,0
95977,0
365451,0
90164,1
87295,0
351678,0
234228,0
574203,1
168617,1
272932,0
31559,0
359343,0
371109,0
67242,0
520757,0
343752,1
214193,0
220795,0
218509,0
454727,0
335562,0
398409,1
173586,1
102283,0
489748,0
321946,0
41578,0
4838,0
118670,0
247237,0
476133,0
355450,0
295576,1
503251,0
98470,1
193036,0
342084,1
183789,0
145936,1
345384,0
304934,1
267179,0
469508,0
55139,0
409315,1
490026,0
399987,1
467336,1
332769,1
480825,0
21030,1
355534,0
156939,0
206454,1
46963,0
348535,0
17262,0
330151,0
281817,0
480545,0
44536,1
118297,0
14225,0
170131,1
45016,0
363099,1
60465,0
486548,0
465818,0
509711,0
529646,0
499316,0
243702,1
237980,1
441194,0
524520,0
239813,0
330576,1
342601,0
103940,1
19973,0
458071,1
533423,0
464629,0
490272,0
278869,0
346949,0
430996,0
324526,0
546829,0
453555,0
354556,0
501558,0
335619,1
298574,1
163729,1
78868,1
431215,0
68596,0
127135,0
323392,1
290202,1
511717,0
383329,0
46349,0
426082,1
52825,0
576498,1
321449,1
27120,1
379719,1
176021,0
175510,0
260104,1
80137,0
417538,0
460276,1
379205,1
318363,0
91587,0
184690,1
524518,0
436639,1
491526,0
190456,0
542042,0
234991,0
315808,1
310708,1
190012,0
229565,1
26145,0
59833,1
512196,0
512833,0
162555,1
179198,1
238368,1
156078,0
255998,0
101110,1
464300,0
254465,1
235489,1
235244,1
243113,1
210435,0
506387,0
459583,1
366758,1
126681,0
505442,0
136127,0
398543,1
199023,0
74524,0
557330,0
544278,0
246521,1
289376,1
440492,0
351967,0
383858,1
385131,1
87772,1
204034,0
472156,0
266149,0
45684,0
133809,0
500735,0
82919,0
91884,0
464761,0
27723,1
25570,0
130181,0
249004,0
308019,1
397778,0
218864,0
90263,0
66822,0
299441,1
550073,0
449560,1
97871,1
222192,1
119286,1
325981,0
211040,1
339747,1
252539,1
226043,1
426530,0
4836,0
567576,0
387969,1
423066,0
441653,0
166515,1
511731,0
69603,1
150273,0
53399,0
116169,0
170229,1
8318,0
483081,0
9660,0
348101,0
200794,1
483566,0
75625,0
390503,0
530973,0
155087,0
228015,1
291116,1
342486,0
126108,0
293073,1
400507,0
307196,1
515151,0
555161,0
274372,0
42727,0
428817,0
545393,1
80349,1
358918,0
460928,1
308344,1
288258,1
452361,0
383652,1
125191,0
461367,0
71024,0
61420,0
350673,1
471464,1
268555,0
499122,0
229368,1
493822,0
18687,1
384259,1
41011,0
415202,1
385700,0
49107,0
537988,0
441460,0
14303,0
369971,1
34950,0
580800,0
42734,0
89543,0
299713,1
574916,0
159820,0
227475,1
570860,0
196874,1
255197,0
259801,1
207886,1
394202,0
466124,1
360737,1
569140,0
267849,1
117146,0
320560,1
412004,1
326192,0
35241,0
536788,0
156149,0
369146,1
68376,1
316201,1
341514,0
256842,1
223367,0
92961,1
334605,0
190157,1
361841,1
65738,0
496553,0
96735,0
99209,0
206249,1
147194,0
475807,0
232920,1
124526,0
273516,0
375742,1
547205,0
543886,0
164341,0
276587,0
428664,0
568634,0
97954,0
191067,0
11961,0
567757,0
307723,1
431440,1
563518,0
580387,1
482604,0
190198,0
84236,1
128243,0
318272,1
416643,0
160544,0
62814,0
168653,0
8868,0
507063,0
147950,0
113571,1
183101,0
204753,1
207226,1
121569,0
63869,0
425250,0
523790,0
162603,1
118536,0
328926,0
168273,0
529840,0
460107,1
224261,0
418191,0
213410,1
543014,0
215448,1
183770,0
366456,1
409988,1
455874,1
13607,0
220697,1
372805,1
120707,0
151860,0
3562,1
455605,1
69542,1
366029,1
21541,0
579596,1
96881,0
31685,0
514852,0
325632,0
60846,0
169787,1
572998,0
470794,0
432665,1
143669,0
380472,1
333866,1
540941,0
210849,0
106667,1
530859,0
568201,0
230944,0
38423,0
84755,1
178073,0
135481,0
552144,0
203019,1
218715,0
243711,1
123070,0
460671,1
155161,0
282711,0
172583,0
227313,1
483234,0
355244,0
139209,1
567771,0
477804,1
37820,0
550542,0
430171,0
35846,0
292777,1
525096,0
298200,1
217062,0
38157,1
541469,0
535772,0
383691,1
345207,1
111323,1
307841,1
33275,1
15684,0
143990,0
347583,0
300600,0
183062,1
385705,1
290778,1
64029,0
98029,0
281866,0
470512,0
496482,0
125185,0
270556,1
448447,0
151779,0
296068,0
206051,1
181332,0
278577,1
425961,0
242012,1
103902,0
298207,1
52443,0
378597,1
548237,0
532918,0
226612,1
277568,1
56515,0
1364,0
548407,0
255925,1
28343,0
5457,1
284926,1
149389,0
406847,1
435586,0
418345,0
120564,0
431718,1
303562,0
25084,1
227562,1
330774,1
396819,0
568457,0
134979,0
464420,0
96074,0
123965,0
380647,1
544325,0
111462,1
432690,0
332193,1
29913,0
4644,0
242529,1
175388,0
22847,0
394880,0
185846,1
252148,0
527517,0
559086,0
16766,0
294269,1
299179,1
436222,0
256158,0
469795,0
57612,0
528432,0
566391,0
257609,1
303364,0
2005,0
313827,0
530005,0
45017,0
140039,0
325034,0
304308,1
98054,0
241185,0
297617,1
320401,0
255134,0
347777,0
215746,1
223046,1
450547,1
19211,1
480508,0
106305,1
549339,0
445348,1
418680,0
326488,1
130322,0
17171,0
75314,0
236111,1
376493,0
396681,0
383349,1
264061,1
51159,1
499613,0
77500,1
331643,1
176296,0
4887,0
254457,0
508040,0
284114,1
308142,1
438693,0
575701,1
159979,0
129020,0
561568,0
85569,0
501528,0
243287,1
104216,0
235630,1
552488,0
176064,0
39077,0
407484,0
423046,0
475884,0
58824,1
158722,0
467332,1
424974,0
13756,0
407407,0
216319,1
254307,1
514962,0
160456,0
183866,1
458441,1
275302,1
65581,0
502536,0
269547,1
476299,0
335681,1
155132,0
249138,1
416167,0
8196,0
488902,0
360614,1
185370,0
372911,0
312558,1
272184,1
7066,0
486663,0
120003,0
123834,0
367769,1
543227,1
228167,1
227365,1
37555,1
577932,0
112014,0
33493,1
103406,1
439023,1
240828,0
255075,0
139172,0
183047,1
382414,1
339170,1
297253,0
471761,0
95489,1
197893,0
572127,0
358417,0
379889,1
559515,0
1267,1
271583,1
528937,0
440825,0
331803,1
181818,1
98256,0
139268,0
403349,0
491627,0
363102,1
242432,1
570560,0
445185,1
537108,0
232379,1
237021,1
95488,1
377732,0
39357,1
129576,0
382408,1
243611,1
19573,0
479220,0
442073,0
135526,0
232114,1
321800,0
561139,0
26689,0
248157,1
44190,0
334958,0
422556,0
438130,0
428854,0
449264,1
25163,1
143857,0
57345,0
59412,1
137087,0
156798,1
58048,0
446402,1
31553,0
87990,0
173431,0
73426,0
271589,1
460746,1
139987,0
503863,0
515407,0
556132,0
510066,0
417154,0
297126,1
148528,0
572831,0
287941,1
276654,0
184341,1
417309,0
411482,0
238880,1
566018,0
218766,0
333035,0
33705,0
197389,1
70078,0
574131,1
22381,1
211148,1
4603,1
412160,0
248455,1
20855,1
422497,0
166569,0
257455,1
266977,0
343598,0
440470,0
510681,0
505091,0
68401,1
386467,1
216893,1
256636,0
447821,1
357338,0
92814,1
310842,1
208090,1
505098,0
542458,0
91560,0
72765,1
189900,0
359965,1
410794,1
37987,1
9188,0
157348,0
82773,1
325929,0
309398,1
6225,0
334691,0
399617,0
238408,0
7031,1
221542,1
195141,0
68306,0
114555,0
531899,0
68831,0
397152,0
293255,1
8246,1
200668,1
249198,1
486259,0
566994,0
491673,0
417227,0
209237,1
161831,0
70578,0
406512,1
155370,0
501450,0
196081,1
517920,0
83511,0
282072,1
516351,0
7044,0
185456,0
371237,0
158159,0
131985,0
523096,0
6651,0
42091,0
538425,0
525879,0
240937,1
346803,0
379839,1
497172,0
152447,0
80306,1
188342,1
541301,0
58641,0
546427,1
462400,1
568389,0
382567,1
551329,0
482960,0
364845,0
236771,1
77153,0
216373,0
543564,0
492626,0
121587,0
63620,1
575174,0
346347,0
535781,1
34553,0
404874,1
553995,0
340734,1
562390,0
332939,1
188907,1
234544,0
6116,1
566111,0
460627,1
139257,0
62812,0
339015,0
552291,0
183570,1
39150,0
147672,0
561106,0
323157,0
185235,0
363182,1
493227,0
192219,0
551654,0
472750,0
275387,0
18965,0
413072,0
315821,1
580489,1
446187,1
2390,0
376719,1
468449,0
88702,1
493875,0
95023,0
314229,0
208303,1
21760,0
400696,0
218966,0
566541,0
288718,1
559219,0
280332,1
332226,1
110765,1
513062,0
278610,0
121305,0
498827,0
235712,1
115408,0
291081,0
235614,0
525666,0
442441,1
277174,0
427147,1
13751,0
518004,0
214682,1
133857,0
92168,0
117026,1
43189,1
156036,0
200416,0
230234,0
67326,1
291576,1
5512,0
199562,0
133500,0
530909,0
463609,1
166784,0
550936,0
317795,1
149916,0
506037,0
525954,0
61035,0
314435,1
334794,0
3152,0
576487,1
122073,0
456288,1
456687,1
38255,0
441006,1
318521,0
150335,1
431490,0
481723,0
368052,0
209760,1
437918,1
198419,0
357437,0
192386,0
236794,0
525549,0
122759,0
518092,0
271366,1
493987,0
53760,0
211921,0
193399,0
424940,0
275837,0
140951,0
386157,1
483636,0
165308,0
460034,0
562847,0
28861,0
419983,0
419136,0
24181,0
10130,1
167248,0
465246,0
67373,0
278672,1
383003,1
24912,0
186847,0
401664,0
210566,0
338928,0
191526,1
453490,0
198214,0
375032,1
54970,0
446385,1
532867,0
37498,0
517563,0
162101,1
565140,0
345566,0
447012,0
550053,0
88913,1
84154,0
564629,0
354968,0
158800,0
212688,1
58345,0
488286,0
478146,0
164095,0
137935,0
215579,0
371993,0
199389,0
121938,0
115363,0
300175,1
43883,0
113301,0
445296,1
252460,1
158520,0
208806,1
557508,0
346805,0
534037,0
177498,0
103439,1
579776,1
49424,0
152185,0
161011,0
126500,0
220595,1
109516,1
134895,0
70962,1
131193,1
58878,0
527911,0
341204,1
235749,1
504103,1
546269,1
455238,0
80989,0
439587,0
85263,1
439974,0
246889,1
179145,0
261249,1
88139,0
509796,0
505423,0
375789,0
12071,0
334379,0
309159,1
108572,1
542951,0
176578,0
497307,0
579085,0
61172,0
248003,1
304867,1
180080,0
40234,1
167529,0
377649,1
109851,1
411452,0
376550,1
245859,1
493477,0
398316,1
432270,0
105498,1
557013,0
386885,1
560549,0
85347,1
120140,0
558390,1
443196,1
46815,0
536871,0
148282,0
62431,0
383497,0
477250,0
132175,0
129267,0
382465,1
40309,0
402077,1
281075,1
190258,0
423027,1
556276,0
500970,0
46629,0
492861,0
214649,0
223384,1
137940,0
440889,0
480689,0
298800,1
468446,0
243452,1
211491,1
123883,0
285651,0
248598,0
352066,0
29689,0
232561,1
30500,0
177186,0
419591,0
171219,0
123504,0
380279,1
577001,0
479341,0
270575,1
536002,0
228769,1
81011,0
438467,0
68506,0
74192,0
343325,1
6891,0
34596,0
49549,0
213984,0
274920,0
158663,0
112286,1
363015,1
67372,0
306256,0
118171,0
499513,0
552871,0
42637,0
175960,0
192609,1
326345,0
187918,1
267938,1
405236,1
369552,1
499825,0
88183,1
265463,0
500448,0
539493,0
426688,0
53048,1
479529,0
294136,1
301810,1
44445,0
191660,0
448829,1
174246,0
478955,0
75449,0
178378,1
131992,0
347143,0
505444,0
242314,1
47709,0
83790,1
550311,0
473945,0
196831,1
422865,0
333371,1
404418,0
231582,1
322210,0
430146,0
276305,0
193846,0
13805,0
410186,1
240815,1
261813,1
43353,0
249912,1
61417,0
364480,1
4742,0
456312,1
144630,0
439499,0
357044,0
332329,1
142171,0
456388,1
150664,0
541917,0
138505,0
296794,1
117588,0
72895,0
77042,0
42522,0
224439,0
488067,0
100526,0
526735,0
490511,0
472754,0
35685,0
268485,0
438553,0
370664,1
451418,1
507996,0
558174,0
483563,0
558408,1
129734,0
265565,0
262389,1
37152,0
109191,0
483542,0
182569,1
10397,0
73894,0
86609,0
410862,0
32843,1
258607,1
561525,0
398325,0
543053,0
39713,1
147105,0
508451,0
144347,0
264092,0
329980,0
452249,1
239558,1
293894,1
20706,0
91872,1
56205,0
415247,1
551337,0
51529,0
374007,0
55680,0
476711,0
231994,1
24819,0
370227,1
38779,0
201379,1
366861,0
465653,1
71509,1
77444,0
98457,1
579105,0
388065,1
545030,1
459876,1
457419,0
144122,0
376783,0
547425,0
73367,0
175356,0
301343,1
266308,0
438750,0
128839,0
491568,0
520718,0
562054,0
380634,0
529812,0
543446,0
52708,0
9127,0
102190,0
412634,0
384994,1
181597,0
252206,1
522385,0
482656,0
546356,1
461191,1
150494,0
500052,0
510961,0
389947,0
151786,0
422435,0
527686,0
383794,1
173982,0
229192,1
112155,0
10996,0
1121,0
61148,0
118298,0
231760,1
420653,0
177109,0
505270,0
303233,0
368095,0
199672,1
267732,1
351737,1
402952,1
268783,0
45493,0
34121,0
30343,0
403271,0
141464,0
554976,0
166308,0
180788,0
466568,1
243245,1
273537,0
356781,0
451246,1
344977,0
437416,0
241024,1
316940,1
284659,0
361006,1
399837,1
231617,0
101095,0
189656,0
404055,1
108537,1
215750,0
471628,0
388374,1
464502,1
151118,0
417607,0
53908,0
293642,1
515277,0
383134,1
206082,1
211240,1
565893,0
171135,0
480234,0
306781,1
464131,1
489495,0
224661,0
221736,1
362860,1
41604,0
28275,0
468280,0
213464,1
471677,0
145687,0
50529,0
351761,0
531166,0
369088,0
406513,1
167065,1
396820,0
146760,0
263638,1
315001,0
254346,0
307803,1
457402,0
58403,0
203288,1
1508,0
442266,0
141362,0
410647,1
203842,0
454733,0
543269,0
118594,0
141187,0
63478,1
17576,0
59120,0
258144,1
175610,0
227754,1
38067,0
330126,0
474176,0
355662,0
360205,0
482283,0
521186,0
201497,0
256419,1
401856,1
512166,0
527953,0
133897,0
430274,1
267490,0
227609,1
342518,0
439304,0
110112,1
453626,0
435927,0
23276,0
428746,0
167799,1
350359,0
389405,1
157665,0
222714,1
501631,0
274528,0
94392,1
186329,0
89276,0
222274,0
288265,0
280266,0
144130,0
218367,0
464245,1
50057,1
400234,1
211394,1
208389,1
513001,0
164441,1
311013,1
472294,0
118222,0
133489,0
462387,1
286741,1
545906,0
198222,0
431681,0
508955,0
197244,1
289135,1
257908,1
86629,1
104334,1
7661,0
481796,0
557761,0
535279,1
496935,0
425201,0
509742,0
212767,1
203643,1
543369,0
451465,1
280445,1
115162,0
55835,1
17179,0
224535,0
290304,1
267764,1
572295,0
259437,1
536078,0
166121,0
417448,0
230321,0
209947,1
573839,0
10818,0
97242,1
227553,0
549602,0
140566,1
411903,0
197269,1
144153,0
353018,0
557997,0
162104,1
356092,1
559353,0
440267,0
401800,0
103425,1
378660,1
154588,0
176449,0
271206,1
516491,0
377002,0
447500,1
389557,1
31916,0
354338,0
512569,0
132323,0
394532,0
151426,0
512477,0
518335,1
302608,1
79952,1
402931,1
314066,1
101228,0
120212,0
238310,1
462806,1
162421,0
137148,0
390491,0
355926,0
175212,1
42131,0
212956,0
327601,1
68398,1
577181,0
482922,0
185796,0
186322,0
550371,0
31552,0
144303,0
131662,0
80252,1
103059,1
137778,0
516482,0
482266,0
382166,0
439754,1
361998,1
126330,1
83264,0
44449,0
228814,1
494203,0
102371,0
529093,0
121483,0
165479,0
476330,0
391268,0
87274,0
409546,1
352579,0
73737,0
65879,0
215277,0
47498,0
93506,0
320564,1
446691,1
69586,1
456004,0
132792,0
14254,0
127513,0
265494,0
30352,0
446482,1
27796,1
273659,0
91510,1
551469,0
335404,1
330180,1
539327,0
236894,1
120884,0
180446,0
240330,1
73224,0
476527,0
309996,1
134377,0
59677,0
55236,1
558964,0
269663,0
166932,1
263283,0
58200,0
27430,0
388205,1
148656,0
438840,0
249461,1
458461,0
381906,1
264074,1
18068,1
381564,1
425624,0
415660,0
266632,1
65401,0
566177,0
190285,0
572628,0
485645,0
379593,0
138645,0
536220,0
96822,1
448787,0
556860,0
455889,0
524218,0
220201,1
31722,1
82673,0
253569,1
88410,0
247064,1
401866,1
539782,0
507883,0
163981,0
110301,1
318561,0
353053,0
11728,1
432852,0
109853,1
366768,1
442826,0
23380,0
480703,0
226159,1
510463,0
544238,0
294353,1
218552,1
529092,0
56430,0
261278,1
15929,0
209772,1
34645,0
492620,0
106830,1
205408,0
465436,1
564369,0
306222,0
43070,0
74703,0
167497,1
490484,0
220318,0
305932,0
399539,1
9675,0
390621,0
95166,1
239193,1
204435,1
478309,0
168478,1
99473,1
166674,1
65017,0
103896,1
497049,0
77841,1
33512,0
335616,0
55600,0
404775,1
358554,0
390319,0
265347,0
225981,1
265334,0
29162,1
123710,0
538107,0
203609,1
198504,0
543861,1
45472,0
145606,0
313538,1
523570,0
377922,0
222040,0
24833,0
330682,1
552207,0
516624,0
376805,0
263127,1
9270,1
356097,0
62133,0
449686,1
241146,1
148032,0
362384,1
536822,0
104428,0
422979,0
233845,0
75997,0
172636,0
371145,0
471907,0
323537,0
327804,1
201157,1
7464,1
573509,0
330130,0
298478,1
181876,0
231103,1
538735,0
579339,0
481580,0
562292,0
349884,0
207978,1
396978,1
512885,0
571632,0
539521,0
539177,0
301421,1
178470,0
168561,0
506766,0
57821,0
179075,0
280349,1
143366,0
132391,0
148073,0
469858,0
123579,0
463250,1
552590,0
371152,0
496342,0
98897,1
563401,0
414592,1
85984,0
372314,0
267580,0
542795,0
460158,0
265942,1
44349,0
402174,0
198669,0
535681,0
476390,0
268092,1
120945,0
326283,1
310142,1
203215,1
41076,0
477045,0
148137,0
88944,0
77428,0
203791,0
449569,1
423544,0
103047,1
484673,0
518661,0
175016,1
221608,1
